epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
73,3127.9,1.59649,0.80825,0.98809,0.83812,0.79233,0.86016,0.43371,1.65837,0.79694,0.98203,0.000812,0.000812,0.000812
74,3170.98,1.58065,0.79385,0.9845,0.84559,0.79962,0.86867,0.44655,1.62335,0.77003,0.97498,0.0007955,0.0007955,0.0007955
75,3213.74,1.58893,0.80548,0.98688,0.85005,0.80394,0.86997,0.45133,1.61449,0.74892,0.97498,0.000779,0.000779,0.000779
76,3256.38,1.57293,0.79599,0.98738,0.8495,0.80683,0.87097,0.45067,1.60738,0.75972,0.97275,0.0007625,0.0007625,0.0007625
77,3299.33,1.58996,0.80062,0.98703,0.8519,0.79727,0.87005,0.44849,1.62319,0.75392,0.97346,0.000746,0.000746,0.000746
78,3342.22,1.5869,0.79686,0.98456,0.85034,0.7982,0.86759,0.45269,1.60378,0.76098,0.97179,0.0007295,0.0007295,0.0007295
79,3384.77,1.58329,0.79859,0.98626,0.85771,0.79455,0.87158,0.44942,1.62236,0.75041,0.97462,0.000713,0.000713,0.000713
80,3427.22,1.58811,0.80036,0.98428,0.85182,0.80039,0.8722,0.45454,1.60604,0.74513,0.97259,0.0006965,0.0006965,0.0006965
81,3470.14,1.58649,0.79322,0.98303,0.85091,0.79823,0.87013,0.45037,1.60629,0.75203,0.97123,0.00068,0.00068,0.00068
82,3512.41,1.57402,0.78888,0.97966,0.8495,0.80386,0.8709,0.45435,1.59718,0.74967,0.97083,0.0006635,0.0006635,0.0006635
83,3555.25,1.58297,0.79783,0.98323,0.85054,0.80159,0.87161,0.45673,1.59745,0.74417,0.96981,0.000647,0.000647,0.000647
84,3598.72,1.57354,0.78742,0.98733,0.84127,0.80228,0.86746,0.44863,1.61262,0.76324,0.97377,0.0006305,0.0006305,0.0006305
85,3642.62,1.56879,0.78288,0.97661,0.8526,0.80606,0.87489,0.4555,1.60755,0.75123,0.97357,0.000614,0.000614,0.000614
86,3684.53,1.57223,0.79,0.98587,0.85184,0.80464,0.8724,0.45525,1.60187,0.75211,0.9733,0.0005975,0.0005975,0.0005975
87,3726.24,1.56995,0.79217,0.9839,0.85628,0.80518,0.87506,0.45488,1.60201,0.74864,0.97172,0.000581,0.000581,0.000581
88,3768.07,1.55488,0.78022,0.97896,0.8526,0.80345,0.87254,0.45258,1.60758,0.75283,0.9723,0.0005645,0.0005645,0.0005645
89,3810,1.56578,0.77856,0.98169,0.84576,0.80448,0.87093,0.4468,1.62683,0.75708,0.97567,0.000548,0.000548,0.000548
